skyscraper,skyscraperLabel,height,floors,countryLabel,cityLabel,year,architectLabel
http://www.wikidata.org/entity/Q241648,Башни Виктория,213,62,Китай,Яучиммон,2003-01-01T00:00:00Z,Rocco Yim
http://www.wikidata.org/entity/Q300254,AXA-Эквитебл-Центр,229,54,США,Манхэттен,1986-01-01T00:00:00Z,Edward Larrabee Barnes
http://www.wikidata.org/entity/Q269261,Sompo Japan Building,,43,Япония,Ниси-Синдзюку,1976-03-01T00:00:00Z,Ёсикадзу Утида
http://www.wikidata.org/entity/Q264203,Vegas World,,,США,Невада,1979-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q224563,"Саут-Уокер-драйв, 311",292.9128,65,США,Чикаго,1990-01-01T00:00:00Z,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q296392,Arag-Tower,124.9,32,Германия,Дюссельдорф,2001-01-01T00:00:00Z,Foster and Partners
http://www.wikidata.org/entity/Q266965,Japan Center,115.3,27,Германия,Франкфурт-на-Майне,1996-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q278518,Tour T1,185,37,Франция,Курбевуа,2008-01-01T00:00:00Z,Denis Valode
http://www.wikidata.org/entity/Q278518,Tour T1,185,37,Франция,Курбевуа,2008-01-01T00:00:00Z,Valode & Pistre
http://www.wikidata.org/entity/Q247887,"Уолл-стрит, 60",227,50,США,Манхэттен,1989-01-01T00:00:00Z,Кевин Роч
http://www.wikidata.org/entity/Q328491,Bayer-Hochhaus,122,32,Германия,Леверкузен,1963-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q212834,20 Fenchurch Street,160,36,Великобритания,Лондонский Сити,2014-04-01T00:00:00Z,Рафаэль Виньоли
http://www.wikidata.org/entity/Q247531,Silberturm,166.3,32,Германия,Инненштадт I,1978-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q328505,Башня Банка Америки,365.8,54,США,Нью-Йорк,2009-01-01T00:00:00Z,Cookfox
http://www.wikidata.org/entity/Q229605,3 Hudson Boulevard,301,56,США,Манхэттен,2017-01-01T00:00:00Z,FXCollaborative
http://www.wikidata.org/entity/Q264439,225 Liberty Street,,44,США,Манхэттен,1987-01-01T00:00:00Z,Сезар Пелли
http://www.wikidata.org/entity/Q244358,56 Леонард-Стрит,250.2,57,США,Манхэттен,2016-01-01T00:00:00Z,Херцог и де Мёрон
http://www.wikidata.org/entity/Q217652,Вулворт-билдинг,241,58,США,Трайбека,1912-07-01T00:00:00Z,Кэсс Гильберт
http://www.wikidata.org/entity/Q217727,Центр Джона Хэнкока,344,,США,Чикаго,1969-01-01T00:00:00Z,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q236201,Башня Сёньхин,384,69,Китай,Guiyuan Subdistrict,1996-03-01T00:00:00Z,
http://www.wikidata.org/entity/Q217727,Центр Джона Хэнкока,344,,США,Чикаго,1969-01-01T00:00:00Z,Брюс Грэм
http://www.wikidata.org/entity/Q217727,Центр Джона Хэнкока,344,,США,Чикаго,1969-01-01T00:00:00Z,Фазлур Хан
http://www.wikidata.org/entity/Q249065,Złote Tarasy,105,26,Польша,Средместье,2007-01-01T00:00:00Z,Джон Джерде
http://www.wikidata.org/entity/Q317034,Международный коммерческий центр,484,108,Китай,Яучиммон,2010-01-01T00:00:00Z,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q227873,375 Pearl Street,160,32,США,Манхэттен,1976-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q282968,Postgirobygget,,,Норвегия,Осло,1975-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q290724,995 Fifth Avenue,,16,США,Манхэттен,1927-01-01T00:00:00Z,Розарио Кандела
http://www.wikidata.org/entity/Q323767,Башня Монпарнас,209,59,Франция,Quartier Necker,1973-01-01T00:00:00Z,Jean Saubot
http://www.wikidata.org/entity/Q249053,Złota 44,192,52,Польша,Средместье,2016-01-01T00:00:00Z,Даниэль Либескинд
http://www.wikidata.org/entity/Q321291,Майнтауэр,200,56,Германия,Инненштадт I,1999-03-01T00:00:00Z,
http://www.wikidata.org/entity/Q252160,McKesson Plaza,,38,США,Сан-Франциско,1969-01-01T00:00:00Z,Welton Becket
http://www.wikidata.org/entity/Q270066,Всемирный торговый центр 7,225,52,США,Манхэттен,2006-01-01T00:00:00Z,Дэвид Мэги Чайлдс
http://www.wikidata.org/entity/Q323767,Башня Монпарнас,209,59,Франция,Quartier Necker,1973-01-01T00:00:00Z,Eugène Beaudouin
http://www.wikidata.org/entity/Q245246,Башня CITIC,390.2,80,Китай,Гуанчжоу,1997-01-01T00:00:00Z,DLN Architects
http://www.wikidata.org/entity/Q323767,Башня Монпарнас,209,59,Франция,Quartier Necker,1973-01-01T00:00:00Z,Louis de Hoÿm de Marien
http://www.wikidata.org/entity/Q219984,277 Park Avenue,209,50,США,Манхэттен,1963-01-01T00:00:00Z,Emery Roth & Sons
http://www.wikidata.org/entity/Q249065,Złote Tarasy,105,26,Польша,Варшава,2007-01-01T00:00:00Z,Джон Джерде
http://www.wikidata.org/entity/Q323767,Башня Монпарнас,209,59,Франция,Quartier Necker,1973-01-01T00:00:00Z,Urbain Cassan
http://www.wikidata.org/entity/Q278380,Fontainebleau Las Vegas,224,63,США,Парадайз,2023-01-01T00:00:00Z,Карлос Сапата
http://www.wikidata.org/entity/Q280339,Tropicana Las Vegas,,,США,Невада,1957-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q332518,Absolute World Towers,,56,Канада,Онтарио,2012-01-01T00:00:00Z,MAD Studio
http://www.wikidata.org/entity/Q328505,Башня Банка Америки,365.8,54,США,Манхэттен,2009-01-01T00:00:00Z,Cookfox
http://www.wikidata.org/entity/Q273155,860–880 Lake Shore Drive Apartments,,,США,Чикаго,,Людвиг Мис ван дер Рое
http://www.wikidata.org/entity/Q321291,Майнтауэр,240,56,Германия,Инненштадт I,1999-03-01T00:00:00Z,
http://www.wikidata.org/entity/Q223788,300 North LaSalle,239,60,США,Чикаго,2009-01-01T00:00:00Z,Pickard Chilton
http://www.wikidata.org/entity/Q317034,Международный коммерческий центр,484,108,Китай,Яучиммон,2010-01-01T00:00:00Z,Wong & Ouyang (HK) Ltd.
http://www.wikidata.org/entity/Q225835,333 Wacker Drive,,36,США,Чикаго,1983-01-01T00:00:00Z,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q234368,MiMA,204,63,США,Манхэттен,2011-01-01T00:00:00Z,Arquitectonica
http://www.wikidata.org/entity/Q337631,Тантекс Скай Тауэр,323,85,Китайская Республика (Тайвань),Линъя,1997-01-01T00:00:00Z,Си Ли
http://www.wikidata.org/entity/Q302517,Башня Набемба,106,30,Республика Конго,Браззавиль,1986-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q247799,Oxford Tower,150,46,Польша,Средместье,1978-01-01T00:00:00Z,Jan Zdanowicz
http://www.wikidata.org/entity/Q270066,Всемирный торговый центр 7,225,52,США,Манхэттен,2006-01-01T00:00:00Z,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q214855,Башня Банка Китая,367.4,70,Китай,Гонконг,1990-01-01T00:00:00Z,Бэй Юймин
http://www.wikidata.org/entity/Q264858,M Resort,,,США,Невада,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q214855,Башня Банка Китая,367.4,70,Китай,Центральный и Западный округ Гонконга,1990-01-01T00:00:00Z,Бэй Юймин
http://www.wikidata.org/entity/Q323767,Башня Монпарнас,209,59,Франция,XV округ Парижа,1973-01-01T00:00:00Z,Jean Saubot
http://www.wikidata.org/entity/Q216264,23-Marina,392.4,89,Объединённые Арабские Эмираты,Дубай,2012-01-01T00:00:00Z,Hafeez Contractor
http://www.wikidata.org/entity/Q217827,250 East 57th Street,218,65,США,Манхэттен,2016-01-01T00:00:00Z,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q240218,Capital at Brickell,,,США,Майами,,
http://www.wikidata.org/entity/Q323767,Башня Монпарнас,209,59,Франция,XV округ Парижа,1973-01-01T00:00:00Z,Eugène Beaudouin
http://www.wikidata.org/entity/Q243921,555 California Street,,52,США,Сан-Франциско,1969-01-01T00:00:00Z,Пьетро Беллуски
http://www.wikidata.org/entity/Q323767,Башня Монпарнас,209,59,Франция,XV округ Парижа,1973-01-01T00:00:00Z,Louis de Hoÿm de Marien
http://www.wikidata.org/entity/Q323767,Башня Монпарнас,209,59,Франция,XV округ Парижа,1973-01-01T00:00:00Z,Urbain Cassan
http://www.wikidata.org/entity/Q328512,Colonia-Haus,147,45,Германия,Riehl,1973-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q233940,432 Парк-авеню,425.5,85,США,Манхэттен,2015-01-01T00:00:00Z,Рафаэль Виньоли
http://www.wikidata.org/entity/Q247799,Oxford Tower,150,46,Польша,Средместье,1978-01-01T00:00:00Z,Jerzy Janczak
http://www.wikidata.org/entity/Q271695,Аон-центр,69.8,83,США,Чикаго,1973-01-01T00:00:00Z,Эдуард Дьюрелл Стоун
http://www.wikidata.org/entity/Q243921,555 California Street,,52,США,Сан-Франциско,1969-01-01T00:00:00Z,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q228242,"Мэдисон-авеню, 383",230,47,США,Манхэттен,2001-01-01T00:00:00Z,Дэвид Мэги Чайлдс
http://www.wikidata.org/entity/Q243921,555 California Street,,52,США,Сан-Франциско,1969-01-01T00:00:00Z,William Wurster
http://www.wikidata.org/entity/Q218305,"Уолл-стрит, 40",284,70,США,Манхэттен,1930-01-01T00:00:00Z,Харольд Северанс
http://www.wikidata.org/entity/Q216865,Трансамерика,260,,США,Сан-Франциско,1969-01-01T00:00:00Z,Уильям Леонард Перейра
http://www.wikidata.org/entity/Q262041,Американ-интернешнл-билдинг,290.2,67,США,Манхэттен,1932-01-01T00:00:00Z,Clinton and Russell
http://www.wikidata.org/entity/Q328507,Hochhaus Uptown München,146,38,Германия,Моозах,2004-01-01T00:00:00Z,Ingenhoven Architects
http://www.wikidata.org/entity/Q245308,599 Lexington Avenue,199,50,США,Манхэттен,1986-01-01T00:00:00Z,Edward Larrabee Barnes
http://www.wikidata.org/entity/Q224126,30 Park Place,286,82,США,Манхэттен,2016-01-01T00:00:00Z,Роберт Стерн
http://www.wikidata.org/entity/Q212831,"Эксчендж-Плейс, 20",226,57,США,Манхэттен,1931-01-01T00:00:00Z,Cross & Cross
http://www.wikidata.org/entity/Q273781,Édifice Marie-Guyart,,33,Канада,Квебек,1972-01-01T00:00:00Z,Édouard Fiset
http://www.wikidata.org/entity/Q247799,Oxford Tower,150,46,Польша,Средместье,1978-01-01T00:00:00Z,Halina Świergocka-Kaim
http://www.wikidata.org/entity/Q247799,Oxford Tower,150,46,Польша,Средместье,1978-01-01T00:00:00Z,Wojciech Grzybowski
http://www.wikidata.org/entity/Q268559,77 West Wacker Drive,204,49,США,Чикаго Луп,1992-01-01T00:00:00Z,Рикардо Бофилл
http://www.wikidata.org/entity/Q244391,Дженерал-электрик-билдинг,195,50,США,Манхэттен,1931-01-01T00:00:00Z,Cross & Cross
http://www.wikidata.org/entity/Q555113,Frankfurter Büro Center,142.4,40,Германия,Франкфурт-на-Майне,1981-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q544726,Chateau Tower of Puerto Madero,,48,Аргентина,Буэнос-Айрес,,
http://www.wikidata.org/entity/Q521935,сталинские высотки,240,,СССР,Москва,,"Мордвинов, Аркадий Григорьевич"
http://www.wikidata.org/entity/Q604001,Здание штаб-квартиры «Газпрома»,150.9,35,Россия,Москва,1995-01-01T00:00:00Z,"Хавин, Владимир Иосифович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,136,,СССР,Москва,,"Мордвинов, Аркадий Григорьевич"
http://www.wikidata.org/entity/Q521935,сталинские высотки,138,,СССР,Москва,,"Мордвинов, Аркадий Григорьевич"
http://www.wikidata.org/entity/Q521935,сталинские высотки,156,,СССР,Москва,,"Мордвинов, Аркадий Григорьевич"
http://www.wikidata.org/entity/Q521935,сталинские высотки,172,,СССР,Москва,,"Мордвинов, Аркадий Григорьевич"
http://www.wikidata.org/entity/Q555142,Кёльн Турм,148.5,43,Германия,Neustadt-Nord,2001-11-01T00:00:00Z,Жан Нувель
http://www.wikidata.org/entity/Q521935,сталинские высотки,176,,СССР,Москва,,"Мордвинов, Аркадий Григорьевич"
http://www.wikidata.org/entity/Q521935,сталинские высотки,206,,СССР,Москва,,"Мордвинов, Аркадий Григорьевич"
http://www.wikidata.org/entity/Q602942,Sunshine 60,239.7,60,Япония,Хигаши-Икэбукуро,1978-01-01T00:00:00Z,Mitsubishi Estate
http://www.wikidata.org/entity/Q571763,Паласио Бароло,100,22,Аргентина,Буэнос-Айрес,,Марио Паланти
http://www.wikidata.org/entity/Q607743,Аон-центр,262,62,США,Калифорния,1973-01-01T00:00:00Z,Чарльз Лакман
http://www.wikidata.org/entity/Q540000,Two Logan Square,435,35,США,Center City,,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q597184,Riparian Plaza,,53,Австралия,Квинсленд,2005-01-01T00:00:00Z,Harry Seidler
http://www.wikidata.org/entity/Q547270,Lodha Bellissimo,,53,Индия,Мумбаи,2012-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q599363,MLC Centre,,67,Австралия,Новый Южный Уэльс,1977-01-01T00:00:00Z,Harry Seidler
http://www.wikidata.org/entity/Q521935,сталинские высотки,240,,СССР,Москва,,"Мезенцев, Борис Сергеевич"
http://www.wikidata.org/entity/Q521935,сталинские высотки,240,,СССР,Москва,,Ашот Мндоянц
http://www.wikidata.org/entity/Q521935,сталинские высотки,240,,СССР,Москва,,"Посохин, Михаил Михайлович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,240,,СССР,Москва,,"Хряков, Александр Фёдорович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,136,,СССР,Москва,,Ашот Мндоянц
http://www.wikidata.org/entity/Q521935,сталинские высотки,138,,СССР,Москва,,Ашот Мндоянц
http://www.wikidata.org/entity/Q521935,сталинские высотки,136,,СССР,Москва,,"Посохин, Михаил Михайлович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,138,,СССР,Москва,,"Посохин, Михаил Михайлович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,136,,СССР,Москва,,"Хряков, Александр Фёдорович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,138,,СССР,Москва,,"Хряков, Александр Фёдорович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,156,,СССР,Москва,,Ашот Мндоянц
http://www.wikidata.org/entity/Q521935,сталинские высотки,156,,СССР,Москва,,"Посохин, Михаил Михайлович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,156,,СССР,Москва,,"Хряков, Александр Фёдорович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,172,,СССР,Москва,,Ашот Мндоянц
http://www.wikidata.org/entity/Q521935,сталинские высотки,176,,СССР,Москва,,Ашот Мндоянц
http://www.wikidata.org/entity/Q521935,сталинские высотки,172,,СССР,Москва,,"Посохин, Михаил Михайлович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,176,,СССР,Москва,,"Посохин, Михаил Михайлович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,172,,СССР,Москва,,"Хряков, Александр Фёдорович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,176,,СССР,Москва,,"Хряков, Александр Фёдорович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,206,,СССР,Москва,,Ашот Мндоянц
http://www.wikidata.org/entity/Q521935,сталинские высотки,206,,СССР,Москва,,"Посохин, Михаил Михайлович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,206,,СССР,Москва,,"Хряков, Александр Фёдорович"
http://www.wikidata.org/entity/Q602277,SunAmerica Center,,39,США,Лос-Анджелес,1990-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q572887,8 Canada Square,199.51,45,Великобритания,Тауэр-Хэмлетс,2002-01-01T00:00:00Z,Foster and Partners
http://www.wikidata.org/entity/Q587586,Републик Плаза,,66,Сингапур,Раффлз-плейс,1995-01-01T00:00:00Z,Кисё Курокава
http://www.wikidata.org/entity/Q599363,MLC Centre,,67,Австралия и Океания,Новый Южный Уэльс,1977-01-01T00:00:00Z,Harry Seidler
http://www.wikidata.org/entity/Q538076,Liberty Tower,117.4,33,США,Манхэттен,,Henry Ives Cobb
http://www.wikidata.org/entity/Q598604,Terminal Tower,215.8,52,США,Кливленд,1928-01-01T00:00:00Z,"Graham, Anderson, Probst & White"
http://www.wikidata.org/entity/Q604289,Международный отель Лунси,328,74,Китай,Уси,2011-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q579403,Chase Tower,,55,США,Техас,1987-01-01T00:00:00Z,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q525790,Cadillac Place,67.1,15,США,Детройт,1922-01-01T00:00:00Z,Альберт Кан
http://www.wikidata.org/entity/Q575128,Эмиратская корона,296,63,Объединённые Арабские Эмираты,Дубай,2008-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q531752,CenterPoint Energy Plaza,226,47,США,Техас,1996-01-01T00:00:00Z,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q521935,сталинские высотки,240,,Россия,Москва,,"Мордвинов, Аркадий Григорьевич"
http://www.wikidata.org/entity/Q521935,сталинские высотки,136,,Россия,Москва,,"Мордвинов, Аркадий Григорьевич"
http://www.wikidata.org/entity/Q521935,сталинские высотки,138,,Россия,Москва,,"Мордвинов, Аркадий Григорьевич"
http://www.wikidata.org/entity/Q521935,сталинские высотки,156,,Россия,Москва,,"Мордвинов, Аркадий Григорьевич"
http://www.wikidata.org/entity/Q521935,сталинские высотки,172,,Россия,Москва,,"Мордвинов, Аркадий Григорьевич"
http://www.wikidata.org/entity/Q521935,сталинские высотки,176,,Россия,Москва,,"Мордвинов, Аркадий Григорьевич"
http://www.wikidata.org/entity/Q521935,сталинские высотки,206,,Россия,Москва,,"Мордвинов, Аркадий Григорьевич"
http://www.wikidata.org/entity/Q543353,Plaza 66,,66,Китай,Шанхай,2006-01-01T00:00:00Z,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q572970,Shenzhen Special Zone Press Tower,262,42,Китай,Lianhua Subdistrict,1998-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q526963,Штаб-квартира BMW,101,20,Германия,Мюнхен,1972-01-01T00:00:00Z,Карл Шванцер
http://www.wikidata.org/entity/Q531394,Hotell Triangeln,,20,Швеция,Мальмё,,
http://www.wikidata.org/entity/Q598603,Sinar Mas Center,320,67,Китай,Шанхай,2016-01-01T00:00:00Z,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q550342,Akasaka Tower Residence,,45,Япония,,,
http://www.wikidata.org/entity/Q521935,сталинские высотки,240,,Россия,Москва,,Ашот Мндоянц
http://www.wikidata.org/entity/Q521935,сталинские высотки,240,,Россия,Москва,,"Посохин, Михаил Михайлович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,240,,Россия,Москва,,"Хряков, Александр Фёдорович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,136,,Россия,Москва,,Ашот Мндоянц
http://www.wikidata.org/entity/Q521935,сталинские высотки,138,,Россия,Москва,,Ашот Мндоянц
http://www.wikidata.org/entity/Q521935,сталинские высотки,136,,Россия,Москва,,"Посохин, Михаил Михайлович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,138,,Россия,Москва,,"Посохин, Михаил Михайлович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,136,,Россия,Москва,,"Хряков, Александр Фёдорович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,138,,Россия,Москва,,"Хряков, Александр Фёдорович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,156,,Россия,Москва,,Ашот Мндоянц
http://www.wikidata.org/entity/Q521935,сталинские высотки,156,,Россия,Москва,,"Посохин, Михаил Михайлович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,156,,Россия,Москва,,"Хряков, Александр Фёдорович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,172,,Россия,Москва,,Ашот Мндоянц
http://www.wikidata.org/entity/Q521935,сталинские высотки,176,,Россия,Москва,,Ашот Мндоянц
http://www.wikidata.org/entity/Q521935,сталинские высотки,172,,Россия,Москва,,"Посохин, Михаил Михайлович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,176,,Россия,Москва,,"Посохин, Михаил Михайлович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,172,,Россия,Москва,,"Хряков, Александр Фёдорович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,176,,Россия,Москва,,"Хряков, Александр Фёдорович"
http://www.wikidata.org/entity/Q546221,Международный отель и башня Трампа — Чикаго,423.2,98,США,Чикаго,2009-01-01T00:00:00Z,Эдриан Смит
http://www.wikidata.org/entity/Q521935,сталинские высотки,206,,Россия,Москва,,Ашот Мндоянц
http://www.wikidata.org/entity/Q521935,сталинские высотки,206,,Россия,Москва,,"Посохин, Михаил Михайлович"
http://www.wikidata.org/entity/Q521935,сталинские высотки,206,,Россия,Москва,,"Хряков, Александр Фёдорович"
http://www.wikidata.org/entity/Q594451,Sea Towers,,,Польша,Гдыня,2009-02-28T00:00:00Z,Анджей Капусцик
http://www.wikidata.org/entity/Q557933,Башня Аль-Хамра,412,80,Кувейт,Эль-Кувейт,2011-01-01T00:00:00Z,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q587331,Atlas Tower,116,31,Польша,Варшава,1999-01-01T00:00:00Z,Vahap Toy
http://www.wikidata.org/entity/Q587108,Yokohama Landmark Tower,295.8,70,Япония,Minatomirai,1993-07-14T00:00:00Z,Mitsubishi Estate
http://www.wikidata.org/entity/Q546221,Международный отель и башня Трампа — Чикаго,423.2,98,США,Чикаго,2009-01-01T00:00:00Z,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q603350,First City Tower,,49,США,Техас,1981-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q593320,Four Seasons Hotel and Residences Toronto,205,52,Канада,Торонто,2012-01-01T00:00:00Z,architectsAlliance
http://www.wikidata.org/entity/Q593320,Four Seasons Hotel and Residences Toronto,205,52,Канада,Торонто,2012-01-01T00:00:00Z,Peter Clewes
http://www.wikidata.org/entity/Q555225,Grand Prince Hotel Akasaka,,39,Япония,Kioichō,1955-10-01T00:00:00Z,Кэндзо Тангэ
http://www.wikidata.org/entity/Q587108,Yokohama Landmark Tower,295.8,70,Япония,Minatomirai,1993-07-14T00:00:00Z,Хью Стаббинс
http://www.wikidata.org/entity/Q591683,Харборфронт-лендмарк,,70,Китай,Hung Hom,2001-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q570717,1818 Market Street,500,40,США,Center City,,EwingCole
http://www.wikidata.org/entity/Q606823,Prudential Tower,,52,США,Бостон,1964-01-01T00:00:00Z,Чарльз Лакман
http://www.wikidata.org/entity/Q656743,Kingdom Centre,302,41,Саудовская Аравия,Эр-Рияд,2000-01-01T00:00:00Z,Bechtel
http://www.wikidata.org/entity/Q202477,Seoul Lite,,133,Республика Корея,Сеул,,SAMOOCM Architects & Engineers
http://www.wikidata.org/entity/Q675964,DC Towers,,60,Австрия,Вена,2013-10-01T00:00:00Z,Доминик Перро
http://www.wikidata.org/entity/Q650762,Sun Tower,,,Канада,Ванкувер,1912-01-01T00:00:00Z,William Tuff Whiteway
http://www.wikidata.org/entity/Q173498,"Авеню Америк, 1251",229,54,США,Манхэттен,1972-01-01T00:00:00Z,Уоллес Кёркмен Харрисон
http://www.wikidata.org/entity/Q673794,Truist Center (Charlotte),201,47,США,Шарлотт,2002-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6410440,Kincaid Towers,,22,США,,,
http://www.wikidata.org/entity/Q198226,Global City Square,319,67,Китай,Гуанчжоу,2015-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q195155,Millennium Tower,,97,Германия,,,Ferdinand Heide
http://www.wikidata.org/entity/Q18125765,Huaguoyuan Tower 2,335,64,Китай,Гуйян,2020-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q176278,Montevideo,152.3,43,Нидерланды,Роттердам,2005-01-01T00:00:00Z,Франсин Хаубен
http://www.wikidata.org/entity/Q659652,Уан-Астор-Плаза,227,200,США,Манхэттен,1972-01-01T00:00:00Z,Дер Скатт
http://www.wikidata.org/entity/Q882505,Die Pyramide,100,23,Германия,Марцан-Хеллерсдорф,1995-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q446265,Altus Skyscraper,125,30,Польша,Катовице,2003-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q470245,Ames Building,57.3,13,США,Бостон,1889-01-01T00:00:00Z,"Shepley, Rutan and Coolidge"
http://www.wikidata.org/entity/Q680905,345 California Center,,48,США,Сан-Франциско,1986-01-01T00:00:00Z,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q209017,"Уолл-стрит, 1",199,50,США,Манхэттен,1932-01-01T00:00:00Z,Ralph Thomas Walker
http://www.wikidata.org/entity/Q678110,Corviale,,,Италия,Рим,,Mario Fiorentino
http://www.wikidata.org/entity/Q376658,The Heritage at Millennium Park,192,57,США,Чикаго,2005-01-01T00:00:00Z,Solomon Cordwell Buenz
http://www.wikidata.org/entity/Q6406570,Kilbourn Tower,,33,США,Висконсин,2005-07-01T00:00:00Z,
http://www.wikidata.org/entity/Q195138,City-Haus,142.1,42,Германия,Франкфурт-на-Майне,1974-01-01T00:00:00Z,Johannes Krahn
http://www.wikidata.org/entity/Q192680,The New York Times Building,318.8,,США,Манхэттен,2007-01-01T00:00:00Z,Ренцо Пиано
http://www.wikidata.org/entity/Q888058,Millenia Tower,,41,Сингапур,Marina Centre,1996-01-01T00:00:00Z,Кевин Роч
http://www.wikidata.org/entity/Q189476,Абрадж аль-Бейт,601,120,Саудовская Аравия,Мекка,2012-01-01T00:00:00Z,Dar Al-Handasah
http://www.wikidata.org/entity/Q170610,Италия,165,,Бразилия,Central Zone of São Paulo,1965-01-01T00:00:00Z,Adolf Franz Heep
http://www.wikidata.org/entity/Q194871,IBC Tower,112,30,Германия,Инненштадт II,2003-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q882664,Вестхафен-Тауэр,112.3,30,Германия,Инненштадт I,2004-01-01T00:00:00Z,schneider+schumacher
http://www.wikidata.org/entity/Q650028,Humana Building,,27,США,Луисвилл,,Майкл Грейвс
http://www.wikidata.org/entity/Q1411817,Fifth Third Center,,31,США,Теннесси,1986-01-01T00:00:00Z,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q464482,MetLife Building,246,,США,Манхэттен,1963-01-01T00:00:00Z,The Architects Collaborative
http://www.wikidata.org/entity/Q650749,Dominion Building,,13,Канада,Ванкувер,1910-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q373143,Édifice Price,269,18,Канада,Ла Сите-Лимуалу,1929-01-01T00:00:00Z,Ross and Macdonald
http://www.wikidata.org/entity/Q391648,Башня Кайан,306.4,73,Объединённые Арабские Эмираты,Дубай,2013-01-01T00:00:00Z,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q651643,Torre PwC,236,52,Испания,Мадрид,2008-01-01T00:00:00Z,Carlos Rubio Carvajal
http://www.wikidata.org/entity/Q651362,Зингер-Билдинг,187,,США,Манхэттен,1908-01-01T00:00:00Z,Ernest Flagg
http://www.wikidata.org/entity/Q440082,Deutsche Bank Building,157.6,39,США,Манхэттен,1973-01-01T00:00:00Z,"Shreve, Lamb & Harmon"
http://www.wikidata.org/entity/Q6411068,South Bank Tower,,,Великобритания,Саутуарк,2015-01-01T00:00:00Z,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q868772,Трамп-тауэр,664,58,США,Манхэттен,1983-01-01T00:00:00Z,Дер Скатт
