skyscraper,skyscraperLabel,height,floors,countryLabel,cityLabel,constructionYear,architectLabel
http://www.wikidata.org/entity/Q7969454,Merdeka 118,678.9,118,Малайзия,Куала-Лумпур,2023,Fender Katsalidis Architects
http://www.wikidata.org/entity/Q868772,Трамп-тауэр,664,58,США,Манхэттен,1983,Дер Скатт
http://www.wikidata.org/entity/Q3489200,345 Park Avenue,634.01,44,США,Манхэттен,1969,Emery Roth & Sons
http://www.wikidata.org/entity/Q18547,Шанхайская башня,632,128,Китай,Шанхай,2014,Gensler
http://www.wikidata.org/entity/Q7092848,One Madison,621,50,США,Манхэттен,2013,Рем Колхас
http://www.wikidata.org/entity/Q7092848,One Madison,621,50,США,Манхэттен,2013,Cetra/Ruddy
http://www.wikidata.org/entity/Q7092848,One Madison,621,50,США,Манхэттен,2013,Yabu Pushelberg
http://www.wikidata.org/entity/Q1344856,Place Ville Marie,616.8,47,Канада,Виль-Мари,1958,Бэй Юймин
http://www.wikidata.org/entity/Q1344856,Place Ville Marie,616.8,47,Канада,Виль-Мари,1958,Henry N. Cobb
http://www.wikidata.org/entity/Q189476,Абрадж аль-Бейт,601,120,Саудовская Аравия,Мекка,2012,Dar Al-Handasah
http://www.wikidata.org/entity/Q189476,Абрадж аль-Бейт,601,120,Саудовская Аравия,Мекка,2012,Махмуд Бодо Раш
http://www.wikidata.org/entity/Q18712428,Makkah Clock Royal Tower Hotel,601,120,Саудовская Аравия,Мекка,2010,
http://www.wikidata.org/entity/Q1077308,Международный финансовый центр Пинань,599.05,115,Китай,Futian Subdistrict,2017,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q2813490,Здание Центрального страхового фонда,561,46,Сингапур,Downtown Core,1976,CPG Corporation
http://www.wikidata.org/entity/Q494895,Lotte World Tower,555.7,123,Республика Корея,Сонпхагу,2016,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q494895,Lotte World Tower,554.5,123,Республика Корея,Сонпхагу,2016,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q11245,Всемирный торговый центр 1,541.3,,США,Манхэттен,2014,Даниэль Либескинд
http://www.wikidata.org/entity/Q11245,Всемирный торговый центр 1,541.3,,США,Манхэттен,2014,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q11245,Всемирный торговый центр 1,541.3,,США,Манхэттен,2014,Дэвид Мэги Чайлдс
http://www.wikidata.org/entity/Q168575,CTF Finance Centre,530,111,Китай,Гуанчжоу,2016,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q10939987,Финансовый центр CTF (Тяньцзинь),530,98,Китай,Тяньцзинь,2019,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q10939987,Финансовый центр CTF (Тяньцзинь),530,98,Китай,Биньхай,2019,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q197833,Чайна цзунь,528,108,Китай,Jianwai Subdistrict,2018,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q197833,Чайна цзунь,528,108,Китай,Jianwai Subdistrict,2018,Farrells
http://www.wikidata.org/entity/Q19817552,Delta Toronto Hotel,524.93,47,Канада,Торонто,2011,
http://www.wikidata.org/entity/Q83101,Тайбэй 101,508,101,Китайская Республика (Тайвань),Xicun Village,2005,Си Ли
http://www.wikidata.org/entity/Q80852,Шанхайский всемирный финансовый центр,492,101,Китай,Пудун,2008,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q2640560,здание CBS,491,38,США,Манхэттен,1964,Ээро Сааринен
http://www.wikidata.org/entity/Q317034,Международный коммерческий центр,484,108,Китай,Яучиммон,2010,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q317034,Международный коммерческий центр,484,108,Китай,Яучиммон,2010,Wong & Ouyang (HK) Ltd.
http://www.wikidata.org/entity/Q2818016,660 Fifth Avenue,483,41,США,Мидтаун,1957,Carson & Lundin
http://www.wikidata.org/entity/Q5189543,Crowne Plaza Times Square,480.01,46,США,Манхэттен,1989,
http://www.wikidata.org/entity/Q223207,Восточная жемчужина,468,153,Китай,Шанхай,1998,East China Architectural Design & Research Institute
http://www.wikidata.org/entity/Q4642077,650 California Street,466,34,США,Сан-Франциско,1964,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q4642077,650 California Street,466,34,США,Сан-Франциско,1964,Edward Charles Bassett
http://www.wikidata.org/entity/Q4255374,Лахта-центр,462,87,Россия,Санкт-Петербург,2018,RMJM London
http://www.wikidata.org/entity/Q18640924,Landmark 81,461.5,81,Вьетнам,Хошимин,2018,Atkins
http://www.wikidata.org/entity/Q30591083,Presidential Towers,461,49,США,Near West Side,1986,
http://www.wikidata.org/entity/Q5410187,Башни IFS (Чанша),452.1,88,Китай,Фужун,2017,Wong Tung & Partners
http://www.wikidata.org/entity/Q382121,Финансовый центр Наньцзин Гринлэнд,450,66,Китай,Нанкин,2010,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q617082,Башня IFS (Сучжоу),450,95,Китай,Сучжоу,2019,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q617082,Башня IFS (Сучжоу),450,95,Китай,Сучжоу,2019,Wong Tung & Partners
http://www.wikidata.org/entity/Q27670200,The Exchange 106,445.5,106,Малайзия,Куала-Лумпур,2019,
http://www.wikidata.org/entity/Q29294,Уиллис-тауэр,442.1,108,США,Чикаго,1971,Брюс Грэм
http://www.wikidata.org/entity/Q29294,Уиллис-тауэр,442.1,110,США,Чикаго,1971,Брюс Грэм
http://www.wikidata.org/entity/Q29294,Уиллис-тауэр,442.1,108,США,Чикаго,1971,Фазлур Хан
http://www.wikidata.org/entity/Q29294,Уиллис-тауэр,442.1,110,США,Чикаго,1971,Фазлур Хан
http://www.wikidata.org/entity/Q29294,Уиллис-тауэр,442.1,108,США,Чикаго,1971,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q29294,Уиллис-тауэр,442.1,110,США,Чикаго,1971,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q1470046,Kingkey 100,442,100,Китай,Guiyuan Subdistrict,2011,Терри Фаррелл
http://www.wikidata.org/entity/Q1043438,Международный финансовый центр,440,103,Китай,Гуанчжоу,2010,Wilkinson Eyre Architects
http://www.wikidata.org/entity/Q2484373,Ухань-центр,438,88,Китай,Ухань,2019,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q7338767,Ривервью-плаза,436,73,Китай,Ухань,2021,Сезар Пелли
http://www.wikidata.org/entity/Q16250343,Ахмат Тауэр,435,80,Россия,Грозный,2020,Adrian Smith + Gordon Gill Architecture
http://www.wikidata.org/entity/Q53088,Torre AXA México,433,32,Мексика,Мехико,1982,
http://www.wikidata.org/entity/Q5270933,Diamond Tower,432,93,Саудовская Аравия,Джидда,2025,
http://www.wikidata.org/entity/Q1076139,Chongqing Tall Tower,431,101,Китай,Чунцин,2023,
http://www.wikidata.org/entity/Q19458189,Международный торговый центр (Дунгуань),426.9,88,Китай,Дунгуань,2019,
http://www.wikidata.org/entity/Q233940,432 Парк-авеню,425.5,85,США,Манхэттен,2015,Рафаэль Виньоли
http://www.wikidata.org/entity/Q546221,Международный отель и башня Трампа — Чикаго,423.2,98,США,Чикаго,2009,Эдриан Смит
http://www.wikidata.org/entity/Q546221,Международный отель и башня Трампа — Чикаго,423.2,98,США,Чикаго,2009,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q16960749,Vue at Brickell,423,37,США,Майами,2004,
http://www.wikidata.org/entity/Q80813,Цзинь Мао,421,88,Китай,Шанхай,1998,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q745016,Менара Куала-Лумпур,421,15,Малайзия,Куала-Лумпур,1994,
http://www.wikidata.org/entity/Q80813,Цзинь Мао,420.5,88,Китай,Шанхай,1998,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q5116657,Church Office Building,420.01,28,США,Солт-Лейк-Сити,1972,George Cannon Young
http://www.wikidata.org/entity/Q19492,Princess Tower,414,101,Объединённые Арабские Эмираты,Дубай,2012,
http://www.wikidata.org/entity/Q557933,Башня Аль-Хамра,412,80,Кувейт,Эль-Кувейт,2011,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q14226100,Two International Finance Centre,412,88,Китай,Центральный и Западный округ Гонконга,2003,Сезар Пелли
http://www.wikidata.org/entity/Q14226100,Two International Finance Centre,412,88,Китай,Центральный и Западный округ Гонконга,2003,Rocco Yim
http://www.wikidata.org/entity/Q5961370,Haeundae LCT The Sharp,411,101,Республика Корея,Хэундэ-гу,2019,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q3431400,Richardson Building,407.02,34,Канада,Манитоба,1967,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q7863079,U.S. Bank Center,407,31,США,Финикс,1976,
http://www.wikidata.org/entity/Q4852943,Baltimore World Trade Center,405,32,США,Балтимор,1977,Pei Cobb Freed & Partners
http://www.wikidata.org/entity/Q7907766,V on Shenton,404,54,Сингапур,,2017,Ben van Berkel
http://www.wikidata.org/entity/Q7907766,V on Shenton,404,54,Сингапур,,2017,UNStudio
http://www.wikidata.org/entity/Q18347369,Башня China Resources (Наньнин),402.7,85,Китай,Наньнин,2020,
http://www.wikidata.org/entity/Q15264266,30 Hudson Yards,395,73,США,Нью-Йорк,2019,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q18111159,Башня Чайна-Рисёрч,392.5,66,Китай,Yuehai Subdistrict,2017,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q18111159,Башня Чайна-Рисёрч,392.5,67,Китай,Yuehai Subdistrict,2017,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q216264,23-Marina,392.4,89,Объединённые Арабские Эмираты,Дубай,2012,Hafeez Contractor
http://www.wikidata.org/entity/Q245246,Башня CITIC,390.2,80,Китай,Гуанчжоу,1997,DLN Architects
http://www.wikidata.org/entity/Q18127492,Логан-Сенчури-центр,390,82,Китай,Наньнин,2017,
http://www.wikidata.org/entity/Q18415349,Shum Yip Upperhills,388.1,80,Китай,Шэньчжэнь,2020,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q13892708,Capital Market Authority Headquarters,385,77,Саудовская Аравия,Эр-Рияд,2017,HOK
http://www.wikidata.org/entity/Q13892708,Capital Market Authority Headquarters,385,77,Саудовская Аравия,King Abdullah Financial District,2017,HOK
http://www.wikidata.org/entity/Q13892708,Capital Market Authority Headquarters,385,77,Саудовская Аравия,Эр-Рияд,2017,Omrania
http://www.wikidata.org/entity/Q13892708,Capital Market Authority Headquarters,385,77,Саудовская Аравия,King Abdullah Financial District,2017,Omrania
http://www.wikidata.org/entity/Q236201,Башня Сёньхин,384,69,Китай,Guiyuan Subdistrict,1996,
http://www.wikidata.org/entity/Q30686870,Thamrin Nine,382.9,75,Индонезия,Джакарта,2014,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q18127492,Логан-Сенчури-центр,381.3,82,Китай,Наньнин,2017,
http://www.wikidata.org/entity/Q1330847,Elite Residence,381,87,Объединённые Арабские Эмираты,Дубай,2012,
http://www.wikidata.org/entity/Q615950,Бурдж-Мохаммед-бин-Рашид,381,88,Объединённые Арабские Эмираты,Абу-Даби,2014,Foster and Partners
http://www.wikidata.org/entity/Q615950,Бурдж-Мохаммед-бин-Рашид,381,92,Объединённые Арабские Эмираты,Абу-Даби,2014,Foster and Partners
http://www.wikidata.org/entity/Q496218,Busan Lotte World Tower,380,30,Республика Корея,Пусан,2023,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q15811586,Шэньчжэнь-центр,375.6,80,Китай,Шэньчжэнь,2018,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q112640,Сентрал-плаза,374,78,Китай,Ваньчай,1992,DLN Architects
http://www.wikidata.org/entity/Q112640,Сентрал-плаза,374,78,Китай,Hong Kong Flight Information Region,1992,DLN Architects
http://www.wikidata.org/entity/Q2673004,Международный торговый центр (Далянь),370.2,78,Китай,Далянь,2019,
http://www.wikidata.org/entity/Q16154785,222 Second Street,370,26,США,Сан-Франциско,2016,Gensler
http://www.wikidata.org/entity/Q7712376,Address Boulevard,368,72,Объединённые Арабские Эмираты,Даунтаун Дубай,2017,Atkins
http://www.wikidata.org/entity/Q214855,Башня Банка Китая,367.4,70,Китай,Гонконг,1990,Бэй Юймин
http://www.wikidata.org/entity/Q214855,Башня Банка Китая,367.4,72,Китай,Гонконг,1990,Бэй Юймин
http://www.wikidata.org/entity/Q214855,Башня Банка Китая,367.4,70,Китай,Центральный и Западный округ Гонконга,1990,Бэй Юймин
http://www.wikidata.org/entity/Q214855,Башня Банка Китая,367.4,72,Китай,Центральный и Западный округ Гонконга,1990,Бэй Юймин
http://www.wikidata.org/entity/Q63434805,Aziz Court Imperial,367,32,Бангладеш,Agrabad,2014,
http://www.wikidata.org/entity/Q30754048,Ciel Tower,366,82,Объединённые Арабские Эмираты,Дубай,2023,
http://www.wikidata.org/entity/Q328505,Башня Банка Америки,365.8,54,США,Нью-Йорк,2009,Cookfox
http://www.wikidata.org/entity/Q328505,Башня Банка Америки,365.8,54,США,Манхэттен,2009,Cookfox
http://www.wikidata.org/entity/Q838780,Башня Алмас,363,68,Объединённые Арабские Эмираты,Дубай,2009,Atkins
http://www.wikidata.org/entity/Q15549825,VietinBank Business Center Office Tower,363,70,Вьетнам,Ханой,2018,Foster and Partners
http://www.wikidata.org/entity/Q98937711,Three Sixty West Tower B,361.2,90,Индия,Ворли,2011,
http://www.wikidata.org/entity/Q18348250,Hanking Center,358.9,65,Китай,Шэньчжэнь,2018,Morphosis
http://www.wikidata.org/entity/Q55908607,Раффлз-Сити (Чунцин),356,74,Китай,Chaotianmen Subdistrict,2012,Моше Сафди
http://www.wikidata.org/entity/Q113006408,Galaxy World Tower 1,356,71,Китай,Шэньчжэнь,2017,AECOM
http://www.wikidata.org/entity/Q113006416,Galaxy World Tower 2,356,71,Китай,Шэньчжэнь,2017,AECOM
http://www.wikidata.org/entity/Q113660049,Il Primo Tower,356,79,Объединённые Арабские Эмираты,Дубай,2017,
http://www.wikidata.org/entity/Q845182,Эмиратская офисная башня,355,54,Объединённые Арабские Эмираты,Дубай,1999,Hazel Wong
http://www.wikidata.org/entity/Q1808317,The Marina Torch,352,86,Объединённые Арабские Эмираты,Дубай,2011,
http://www.wikidata.org/entity/Q1808317,The Marina Torch,352,86,Объединённые Арабские Эмираты,Дубай Марина,2011,
http://www.wikidata.org/entity/Q3389848,Place Hauteville,351,34,Канада,Ла Сите-Лимуалу,1974,Jean-Marie Roy
http://www.wikidata.org/entity/Q3389848,Place Hauteville,351,34,Канада,Ла Сите-Лимуалу,1974,Paul Gauthier
http://www.wikidata.org/entity/Q3389848,Place Hauteville,351,34,Канада,Ла Сите-Лимуалу,1974,Gilles Guité
http://www.wikidata.org/entity/Q3389848,Place Hauteville,351,34,Канада,Ла Сите-Лимуалу,1974,Q131916219
http://www.wikidata.org/entity/Q18414186,Forum 66 Tower 2,351,68,Китай,Шэньян,2026,Kohn Pedersen Fox
http://www.wikidata.org/entity/Q139815,The Pinnacle,350.3,60,Китай,Гуанчжоу,2012,
http://www.wikidata.org/entity/Q30766281,Сианьский международный финансовый центр,350,75,Китай,Сиань,2019,
http://www.wikidata.org/entity/Q130478,The Center,346,73,Китай,Гонконг,1998,
http://www.wikidata.org/entity/Q609140,Keangnam Hanoi Landmark Tower,346,72,Вьетнам,Mễ Trì,2011,Карлос Сапата
http://www.wikidata.org/entity/Q21026850,Neva Towers,345,79,Россия,Московский международный деловой центр,2019,
http://www.wikidata.org/entity/Q217727,Центр Джона Хэнкока,344,,США,Чикаго,1969,Брюс Грэм
http://www.wikidata.org/entity/Q217727,Центр Джона Хэнкока,344,,США,Чикаго,1969,Фазлур Хан
http://www.wikidata.org/entity/Q217727,Центр Джона Хэнкока,344,,США,Чикаго,1969,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q16958963,Comcast Technology Center,341.7,60,США,Филадельфия,2018,Норман Фостер
http://www.wikidata.org/entity/Q66048529,Place Sherbrooke,341.21,26,Канада,Виль-Мари,1976,
http://www.wikidata.org/entity/Q26700322,Hotel Omni Mont-Royal,341,31,Канада,Виль-Мари,1976,
http://www.wikidata.org/entity/Q15855239,Сямыньский международный центр,340,61,Китай,Сямэнь,2016,Gensler
http://www.wikidata.org/entity/Q1558596,Башня IFS (Уси),339,68,Китай,Уси,2014,Aedas
http://www.wikidata.org/entity/Q1076144,Чунцинский всемирный финансовый центр,338.9,79,Китай,Чунцин,2015,Си Ли
http://www.wikidata.org/entity/Q59483,Меркурий Сити Тауэр,338.8,75,Россия,Москва,2013,Фрэнк Уильямс
http://www.wikidata.org/entity/Q18745718,Модерн-Сити (Тяньцзинь),338,65,Китай,Тяньцзинь,2016,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q186406,Тяньцзиньский всемирный финансовый центр,337,74,Китай,Тяньцзинь,2010,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q18125763,Башни Хуагоюань,335,64,Китай,Гуйян,2020,
http://www.wikidata.org/entity/Q18125765,Huaguoyuan Tower 2,335,64,Китай,Гуйян,2020,
http://www.wikidata.org/entity/Q106942630,Gateway Tower West,335,20,США,Солт-Лейк-Сити,1998,
http://www.wikidata.org/entity/Q1161278,Шимао Интернэшнл Плаза,333.3,60,Китай,Шанхай,2006,
http://www.wikidata.org/entity/Q1774820,Parc1,333,69,Республика Корея,Ёндынпо,2020,Ричард Джордж Роджерс
http://www.wikidata.org/entity/Q648338,Башня Розы,333,72,Объединённые Арабские Эмираты,Дубай,2009,
http://www.wikidata.org/entity/Q1753759,Tianjin Kerry Center,332,72,Китай,Тяньцзинь,2016,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q1808295,Al Yaqoub Tower,330.1,79,Объединённые Арабские Эмираты,Дубай,2012,
http://www.wikidata.org/entity/Q19817541,Yuexiu Fortune Center,330,65,Китай,Ухань,2016,
http://www.wikidata.org/entity/Q19817541,Yuexiu Fortune Center,330,65,Китай,Ухань,2017,
http://www.wikidata.org/entity/Q19817541,Yuexiu Fortune Center,330,66,Китай,Ухань,2016,
http://www.wikidata.org/entity/Q19817541,Yuexiu Fortune Center,330,66,Китай,Ухань,2017,
http://www.wikidata.org/entity/Q1626452,Hon Kwok City Center,329,80,Китай,Шэньчжэнь,2015,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q941908,Всемирный торговый центр 3,328.9,69,США,Манхэттен,2018,Ричард Джордж Роджерс
http://www.wikidata.org/entity/Q986382,White Swan Hotel,328.08,33,Китай,Ливань,1983,
http://www.wikidata.org/entity/Q1264855,Указующий перст,328,80,Объединённые Арабские Эмираты,Дубай,2010,Foster and Partners
http://www.wikidata.org/entity/Q2595525,Сунин-Плаза (Уси),328,68,Китай,Уси,2014,
http://www.wikidata.org/entity/Q604289,Международный отель Лунси,328,74,Китай,Уси,2011,
http://www.wikidata.org/entity/Q19457139,Баонэн-центр,327.3,65,Китай,Шэньчжэнь,2018,Сезар Пелли
http://www.wikidata.org/entity/Q1964601,Нанкинский всемирный торговый центр,326,68,Китай,Нанкин,2021,Gensler
http://www.wikidata.org/entity/Q14684154,Salesforce Tower,326,61,США,Сан-Франциско,2018,Сезар Пелли
http://www.wikidata.org/entity/Q109703244,Azabudai Hills Mori JP Tower,325.2,64,Япония,Azabudai,2023,Pelli Clarke Pelli Architects
http://www.wikidata.org/entity/Q1735111,The Landmark,324,72,Объединённые Арабские Эмираты,Абу-Даби,2013,Сезар Пелли
http://www.wikidata.org/entity/Q12256124,Децзи-Плаза,324,62,Китай,Нанкин,2013,
http://www.wikidata.org/entity/Q109703244,Azabudai Hills Mori JP Tower,323.1,64,Япония,Azabudai,2023,Pelli Clarke Pelli Architects
http://www.wikidata.org/entity/Q337631,Тантекс Скай Тауэр,323,85,Китайская Республика (Тайвань),Линъя,1997,Си Ли
http://www.wikidata.org/entity/Q125846,Q1 Tower,322,78,Австралия,Квинсленд,2005,Sunland Group
http://www.wikidata.org/entity/Q713832,Торговый центр Вэньчжоу,321.9,68,Китай,Вэньчжоу,2010,
http://www.wikidata.org/entity/Q2446907,53W53,320,77,США,Манхэттен,2007,Жан Нувель
http://www.wikidata.org/entity/Q598603,Sinar Mas Center,320,67,Китай,Шанхай,2016,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q620809,Palais Royale,320,88,Индия,Ворли,2017,
http://www.wikidata.org/entity/Q114756024,Kroger Building,320,25,США,Цинциннати,1954,Wyatt C. Hedrick
http://www.wikidata.org/entity/Q198226,Global City Square,319,67,Китай,Гуанчжоу,2015,
http://www.wikidata.org/entity/Q192680,The New York Times Building,318.8,,США,Манхэттен,2007,Ренцо Пиано
http://www.wikidata.org/entity/Q15842559,Riverside Century Plaza Main Tower,318,66,Китай,Уху,2015,
http://www.wikidata.org/entity/Q1470076,HHHR Tower,317,72,Объединённые Арабские Эмираты,Дубай,2009,Al Hashemi
http://www.wikidata.org/entity/Q104712946,Macy's Building,317,21,США,Цинциннати,1978,
http://www.wikidata.org/entity/Q382121,Финансовый центр Наньцзин Гринлэнд,316,66,Китай,Нанкин,2010,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q18413966,Башня IFS (Чунцин),316,65,Китай,Чунцин,2016,
http://www.wikidata.org/entity/Q29837530,Honglou Times Square,313,56,Китай,Ланьчжоу,2018,
http://www.wikidata.org/entity/Q29837530,Honglou Times Square,313,56,Китай,Чэнгуань,2018,
http://www.wikidata.org/entity/Q499486,Бэнк оф Америка Плаза,311.8,55,США,Атланта,1992,Кевин Роч
http://www.wikidata.org/entity/Q1208733,Diamond of Istanbul,311,53,Турция,Стамбул,2015,
http://www.wikidata.org/entity/Q57900,Башня Банка США,310.3,73,США,Лос-Анджелес,1989,Pei Cobb Freed & Partners
http://www.wikidata.org/entity/Q118214,Менара Телеком,310,77,Малайзия,Куала-Лумпур,2001,Hijjas Kasturi
http://www.wikidata.org/entity/Q134124,Океанские Вершины,310,82,Объединённые Арабские Эмираты,Дубай,2010,Эндрю Бромберг
http://www.wikidata.org/entity/Q116847270,Varso Tower,310,53,Польша,Воля,2021,Foster and Partners
http://www.wikidata.org/entity/Q1552767,Yuexiu Financial Tower,309,73,Китай,Гуанчжоу,2015,Южно-китайский технологический университет
http://www.wikidata.org/entity/Q1374287,Евразия (здание ММДЦ),308.9,72,Россия,Москва,2015,Swanke Hayden Connell Architects
http://www.wikidata.org/entity/Q15790479,Burj Rafal,308,70,Саудовская Аравия,Эр-Рияд,2014,P&T Architects & Engineers Ltd.
http://www.wikidata.org/entity/Q391648,Башня Кайан,306.4,73,Объединённые Арабские Эмираты,Дубай,2013,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q935919,Башня JPMorgan Chase,305.4,75,США,Хьюстон,1982,Pei Cobb Freed & Partners
http://www.wikidata.org/entity/Q5475194,Four Gateway Center,305.11,22,США,Питтсбург,1960,Harrison & Abramovitz
http://www.wikidata.org/entity/Q118896080,The Daniel Building,305,25,США,Гринвилл,1966,Stevens & Wilkinson
http://www.wikidata.org/entity/Q2595527,Maoye City,304,68,Китай,Уси,2014,
http://www.wikidata.org/entity/Q136323372,Century Park Plaza,304,21,США,Лос-Анджелес,1973,
http://www.wikidata.org/entity/Q1121971,Пруденшал плаза 2,303.3,64,США,Иллинойс,1990,
http://www.wikidata.org/entity/Q1121971,Пруденшал плаза 2,303.3,64,США,Чикаго,1990,
http://www.wikidata.org/entity/Q2278111,CFC Changfu Centre,303,68,Китай,Шэньчжэнь,2016,
http://www.wikidata.org/entity/Q2676828,Diwang International Fortune Center,303,75,Китай,Любэй,2015,AECOM
http://www.wikidata.org/entity/Q2717933,Финансовый центр Чжунчжоу-Холдингс,303,61,Китай,Nanshan District,2014,Эдриан Смит
http://www.wikidata.org/entity/Q57767,Wells Fargo Plaza,302.4,71,США,Хьюстон,1983,"Skidmore, Owings and Merrill"
http://www.wikidata.org/entity/Q1495771,Gate to the East,302,68,Китай,Сучжоу,2016,RMJM London
http://www.wikidata.org/entity/Q656743,Kingdom Centre,302,41,Саудовская Аравия,Эр-Рияд,2000,Bechtel
http://www.wikidata.org/entity/Q656743,Kingdom Centre,302,41,Саудовская Аравия,Эр-Рияд,2000,Эллербе Бекет
http://www.wikidata.org/entity/Q229605,3 Hudson Boulevard,301,56,США,Манхэттен,2017,FXCollaborative
http://www.wikidata.org/entity/Q104804875,Metropol Istanbul,301,,Турция,Стамбул,2017,
http://www.wikidata.org/entity/Q151765,Коммерцбанк-Тауэр,300.1,56,Германия,Инненштадт I,1997,Норман Фостер
http://www.wikidata.org/entity/Q274916,Нью-Йорк-бай-Гери,300,76,США,Манхэттен,2011,Фрэнк Гери
http://www.wikidata.org/entity/Q1242598,«Doosan Haeundae We've the Zenith Tower A»,300,81,Республика Корея,Пусан,2011,
http://www.wikidata.org/entity/Q1542408,Гран Торре Сантьяго,300,62,Чили,Сантьяго,2013,Сезар Пелли
http://www.wikidata.org/entity/Q699317,Arraya Tower,300,60,Кувейт,Эль-Кувейт,2009,Fentress Architects
http://www.wikidata.org/entity/Q737602,Aspire Tower,300,36,Катар,Доха,2000,
http://www.wikidata.org/entity/Q16318627,Abeno Harukas,300,60,Япония,Абеносудзи,2014,Сезар Пелли
http://www.wikidata.org/entity/Q16318627,Abeno Harukas,300,60,Япония,Абеносудзи,2014,Takenaka Corporation
http://www.wikidata.org/entity/Q109044400,Q109044400,299.3,62,Китай,Шэньчжэнь,2017,
http://www.wikidata.org/entity/Q1417597,One Island East,298.4,69,Китай,Восточный округ Гонконга,2008,Wong & Ouyang (HK) Ltd.
